Person_ID,Study_ID,Site_no,Site_ID,Site_name,Country,Detailed_location,Latitude_deg,Latitude_min,Latitude_sec,Longitude_deg,Longitude_min,Longitude_sec,Lat_dec_deg,Lon_dec_deg,Habitat_type,Habitat_type_combined,Habitat_type_combined2,forest_biome,historical_fire_frequency,baseline_disturbance,plantation,exp_obs,before_after,controlled,blocked/paired,randomized,plot_area,location_source,historical_fire_frequency_biome,Internal_validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Kayna?_2017,1,Kayna?_2017_1,Marmaris region ,Turkey,"Marmaris
region (unburnt vs 3)",36,59,,28,17,,36.98,28.28,Evergreen needleleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,291,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Kayna?_2017,2,Kayna?_2017_2,Marmaris region ,Turkey,"Marmaris
region (unburnt vs 6)",36,59,,28,17,,36.98,28.28,Evergreen needleleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,291,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Kayna?_2017,3,Kayna?_2017_3,Marmaris region ,Turkey,"Marmaris
region (unburnt vs 9)",36,59,,28,17,,36.98,28.28,Evergreen needleleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,291,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Kayna?_2017,4,Kayna?_2017_4,Marmaris region ,Turkey,"Marmaris
region (unburnt vs 16)",36,59,,28,17,,36.98,28.28,Evergreen needleleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,291,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Kayna?_2017,5,Kayna?_2017_5,Marmaris region ,Turkey,"Marmaris
region (unburnt vs 26)",36,59,,28,17,,36.98,28.28,Evergreen needleleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,291,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Callaham_2003,1,Callaham_2003_1,Konza Prairie,United States of America,"Konza Prairie Biological
Station (KPBS) in the Flint Hills of eastern Kansas",,,,,,,39.11,-96.61,Grassland,Grassland,Grassland,,-999,,,Experimental,FALSE,TRUE,FALSE,FALSE,144,Precise location in paper,123,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Hosler_2021,1,Hosler_2021_1,The Nachusa Grasslands,United States of America,"The Nachusa Grasslands, a 1500-hectare site that spans
Lee and Ogle counties in northwestern Illinois",41,53,28,89,20,37,41.89,-89.34,Grassland,Grassland,Grassland,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,131000,Precise location in paper,123,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,deAndrade_2011,1,deAndrade_2011_1,Querencia,Brazil,"municipality of Querencia, Mato Grosso state (dry FIT)",-12,-40,,-52,-21,,-12.67,-52.35,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,TRUE,FALSE,-999,Precise location in paper,148,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,deAndrade_2011,2,deAndrade_2011_2,Querencia,Brazil,"municipality of Querencia, Mato Grosso state (dry BPT)",-12,-40,,-52,-21,,-12.67,-52.35,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,TRUE,FALSE,-999,Precise location in paper,148,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,deAndrade_2011,3,deAndrade_2011_3,Querencia,Brazil,"municipality of Querencia, Mato Grosso state (wet FIT)",-12,-40,,-52,-21,,-12.67,-52.35,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,TRUE,FALSE,-999,Precise location in paper,148,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,deAndrade_2011,4,deAndrade_2011_4,Querencia,Brazil,"municipality of Querencia, Mato Grosso state (wet BPT)",-12,-40,,-52,-21,,-12.67,-52.35,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,TRUE,FALSE,-999,Precise location in paper,148,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Gonçalves_2022,1,Gonçalves_2022_1,Caiman Ecological Refuge,Brazil," Caiman Ecological Refuge, in
Miranda municipality, Mato Grosso do Sul state",-19,-55,,-56,-21,,-19.92,-56.35,Grassland,Grassland,Grassland,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,GarciaVillanueva_1998,1,GarciaVillanueva_1998_1,Leon,Spain,province of Leon (NW Spain) (castro control vs castro burnt),,,,,,,42.59,-5.61,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Derived from location description,190,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,GarciaVillanueva_1998,2,GarciaVillanueva_1998_2,Leon,Spain,province of Leon (NW Spain) (castro control vs maria burnt),,,,,,,42.59,-5.61,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Derived from location description,190,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Campbell_2018,1,Campbell_2018_1,Green River,United States of America,"Green River Game Land (GRGL) in Polk County, North Carolina",35,16,26,-82,-18,-35,35.27,-82.31,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Experimental,FALSE,TRUE,TRUE,TRUE,140000,Precise location in paper,190,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Bess_2002,1,Bess_2002_1,Bosque del Apache National Wildlife Refuge,United States of America,"riparian forest along the Rio Grande at the Bosque del Apache National Wildlife Refuge, Socorro County, NM (WS 95 vs post fire)",33,52,9,-106,-50,-37,33.87,-106.84,Warm temperate evergreen and mixed forest,Forest,Forest,,-999,,,Observational,TRUE,TRUE,FALSE,FALSE,-999,Precise location in paper,75,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Bess_2002,2,Bess_2002_2,Bosque del Apache National Wildlife Refuge,United States of America,"riparian forest along the Rio Grande at the Bosque del Apache National Wildlife Refuge, Socorro County, NM (SUF 95 vs post fire)",33,52,9,-106,-50,-37,33.87,-106.84,Warm temperate evergreen and mixed forest,Forest,Forest,,-999,,,Observational,TRUE,TRUE,FALSE,FALSE,-999,Precise location in paper,75,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Bess_2002,3,Bess_2002_3,Bosque del Apache National Wildlife Refuge,United States of America,"riparian forest along the Rio Grande at the Bosque del Apache National Wildlife Refuge, Socorro County, NM (WS 96 vs post fire)",33,52,9,-106,-50,-37,33.87,-106.84,Warm temperate evergreen and mixed forest,Forest,Forest,,-999,,,Observational,TRUE,TRUE,FALSE,FALSE,-999,Precise location in paper,75,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Greenberg_2010,1,Greenberg_2010_1,Green River,United States of America,"Green RiverGame Land in Polk County, North Carolina",35,16,56,-82,-18,-35,35.28,-82.31,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Experimental,FALSE,TRUE,TRUE,TRUE,140000,Precise location in paper,190,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Polchaninova_2019,1,Polchaninova_2019_1,Velykoburlutskyi Steppe,Ukraine,"Regional Landscape Park ‘Velykoburlutskyi Steppe’ (Kharkiv Region, northeastern Ukraine) (SP14 vs CC14)",,,,,,,49.93,37.31,Grassland,Grassland,Grassland,,-999,,,Observational,TRUE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Polchaninova_2019,2,Polchaninova_2019_2,Velykoburlutskyi Steppe,Ukraine,"Regional Landscape Park ‘Velykoburlutskyi Steppe’ (Kharkiv Region, northeastern Ukraine) (SP15 vs CC15)",,,,,,,49.93,37.31,Grassland,Grassland,Grassland,,-999,,,Observational,TRUE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Polchaninova_2019,3,Polchaninova_2019_3,Velykoburlutskyi Steppe,Ukraine,"Regional Landscape Park ‘Velykoburlutskyi Steppe’ (Kharkiv Region, northeastern Ukraine) (SP16 vs CC16)",,,,,,,49.93,37.31,Grassland,Grassland,Grassland,,-999,,,Observational,TRUE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Polchaninova_2019,4,Polchaninova_2019_4,Velykoburlutskyi Steppe,Ukraine,"Regional Landscape Park ‘Velykoburlutskyi Steppe’ (Kharkiv Region, northeastern Ukraine) (SP18 vs CC18)",,,,,,,49.93,37.31,Grassland,Grassland,Grassland,,-999,,,Observational,TRUE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Majzlan_2009,1,Majzlan_2009_1,Vysoké Tatry ,Slovakia,Vysoké Tatry Mts,,,,,,,49.17,20.23,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Derived from location description,190,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Butler_2021,1,Butler_2021_1,Peachester State Forest,Australia,Peachester State Forest in southeastern Queensland (March 2015),-26,-52,,152,51,,-26.87,152.85,Warm temperate evergreen and mixed forest,Forest,Forest,,55,,,Experimental,FALSE,TRUE,FALSE,TRUE,25,Precise location in paper,75,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Butler_2021,2,Butler_2021_2,Peachester State Forest,Australia,Peachester State Forest in southeastern Queensland (November 2015),-26,-52,,152,51,,-26.87,152.85,Warm temperate evergreen and mixed forest,Forest,Forest,,55,,,Experimental,FALSE,TRUE,FALSE,TRUE,25,Precise location in paper,75,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Butler_2021,3,Butler_2021_3,Peachester State Forest,Australia,Peachester State Forest in southeastern Queensland (March 2016),-26,-52,,152,51,,-26.87,152.85,Warm temperate evergreen and mixed forest,Forest,Forest,,55,,,Experimental,FALSE,TRUE,FALSE,TRUE,25,Precise location in paper,75,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,deAndrade_2014,1,deAndrade_2014_1,Ilha de Maraca´ ecological reserve,Brazil,"Ilha de Maraca´ ecological reserve, northern Brazilian Amazon",3,25,,-61,6,,3.42,-61.1,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,148,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,2,Palusci_2021_2,Campo Imperatore plateau,Italy,"JUNE (Beechwood burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,190,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,3,Palusci_2021_3,Campo Imperatore plateau,Italy,"JUNE (Conifer burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Woodland,Woodland,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,89,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,4,Palusci_2021_4,Campo Imperatore plateau,Italy,"JUNE (Grassland burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Grassland,Grassland,Grassland,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,5,Palusci_2021_5,Campo Imperatore plateau,Italy,"JULY (Beechwood burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,190,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,6,Palusci_2021_6,Campo Imperatore plateau,Italy,"JULY (Conifer burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Woodland,Woodland,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,89,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,7,Palusci_2021_7,Campo Imperatore plateau,Italy,"JULY (Grassland burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Grassland,Grassland,Grassland,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,8,Palusci_2021_8,Campo Imperatore plateau,Italy,"AUGUST (Beechwood burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,190,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,9,Palusci_2021_9,Campo Imperatore plateau,Italy,"AUGUST (Conifer burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Woodland,Woodland,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,89,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,10,Palusci_2021_10,Campo Imperatore plateau,Italy,"AUGUST (Grassland burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Grassland,Grassland,Grassland,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,11,Palusci_2021_11,Campo Imperatore plateau,Italy,"SEPTEMBER (Beechwood burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Temperate deciduous broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,190,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,12,Palusci_2021_12,Campo Imperatore plateau,Italy,"SEPTEMBER (Conifer burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Woodland,Woodland,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,89,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Palusci_2021,13,Palusci_2021_13,Campo Imperatore plateau,Italy,"SEPTEMBER (Grassland burnt vs unburnt)  Gran Sasso and Monti della
Laga National Park (Central Italy) at Campo Imperatore plateau",42,25,,13,45,,42.42,13.75,Grassland,Grassland,Grassland,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,123,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,França_2018,1,França_2018_1,Para,Brazil,"three municipalities in the Brazilian Amazon: Belterra, Santarém, and Mojuí dos Campos in the state of Pará (Drought-only vs fire-affected 2010)",,,,,,,-2.03,-54.83,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Derived from location description,148,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,França_2018,2,França_2018_2,Para,Brazil,"three municipalities in the Brazilian Amazon: Belterra, Santarém, and Mojuí dos Campos in the state of Pará (Drought-only vs fire-affected 2016)",,,,,,,-2.03,-54.83,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-998,Derived from location description,148,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,França_2018,3,França_2018_3,Para,Brazil,"three municipalities in the Brazilian Amazon: Belterra, Santarém, and Mojuí dos Campos in the state of Pará (Drought-only vs fire-affected 2017)",,,,,,,-2.03,-54.83,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-997,Derived from location description,148,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Barlow_2012,1,Barlow_2012_1,Acre,Brazil,‘RESEX Chico Mendes in the Brazilian state of Acre in southwestern Amazonia,-10,-11,,-68,-70,,-10.18,-68.12,Tropical evergreen broadleaf forest,Forest,Forest,,-999,,,Observational,FALSE,TRUE,FALSE,FALSE,-999,Precise location in paper,148,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niamh,Gill_1999,1,Gill_1999_1,Kendall Management Area,Australia,"Compartment 70, Bulls Ground State Forest,Kendall Management Area on the mid-northcoast of New South Wales",-31,-33,,152,38,,-31.55,152.63,Warm temperate evergreen and mixed forest,Forest,Forest,,-999,,,Experimental,FALSE,TRUE,TRUE,TRUE,1000,Precise location in paper,75,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
